,subject_id,session_number,session_type,score,metric,n_voxels,wmp_first
251,avatarRT_sub_21,4,OMP,-0.08,delta_BC,1453.0,True
252,avatarRT_sub_22,2,IM,0.0199222842239694,delta_EVR,1453.0,False
253,avatarRT_sub_22,2,IM,0.4400000000000001,delta_BC,1453.0,False
254,avatarRT_sub_22,4,WMP,0.0137186495516284,delta_EVR,1453.0,False
255,avatarRT_sub_22,4,WMP,0.3199999999999998,delta_BC,1453.0,False
256,avatarRT_sub_22,3,OMP,0.0194635573485677,delta_EVR,1453.0,False
257,avatarRT_sub_22,3,OMP,0.04,delta_BC,1453.0,False
258,avatarRT_sub_22,2,IM,0.0199222842239694,delta_EVR,1453.0,False
259,avatarRT_sub_22,2,IM,0.4400000000000001,delta_BC,1453.0,False
260,avatarRT_sub_22,4,WMP,0.0137186495516284,delta_EVR,1453.0,False
261,avatarRT_sub_22,4,WMP,0.3199999999999998,delta_BC,1453.0,False
262,avatarRT_sub_22,3,OMP,0.0194635573485677,delta_EVR,1453.0,False
263,avatarRT_sub_22,3,OMP,0.04,delta_BC,1453.0,False
264,avatarRT_sub_22,2,IM,0.0199222842239694,delta_EVR,1453.0,False
265,avatarRT_sub_22,2,IM,0.4400000000000001,delta_BC,1453.0,False
266,avatarRT_sub_22,4,WMP,0.0137186495516284,delta_EVR,1453.0,False
267,avatarRT_sub_22,4,WMP,0.3199999999999998,delta_BC,1453.0,False
268,avatarRT_sub_22,3,OMP,0.0194635573485677,delta_EVR,1453.0,False
269,avatarRT_sub_22,3,OMP,0.04,delta_BC,1453.0,False
270,avatarRT_sub_23,2,IM,-0.0273494728821316,delta_EVR,1453.0,True
271,avatarRT_sub_23,2,IM,0.6000000000000001,delta_BC,1453.0,True
272,avatarRT_sub_23,3,WMP,0.0134915331685178,delta_EVR,1453.0,True
273,avatarRT_sub_23,3,WMP,0.3599999999999999,delta_BC,1453.0,True
274,avatarRT_sub_23,4,OMP,0.0005013711826356,delta_EVR,1453.0,True
275,avatarRT_sub_23,4,OMP,-0.04,delta_BC,1453.0,True
276,avatarRT_sub_23,2,IM,-0.0273494728821316,delta_EVR,1453.0,True
277,avatarRT_sub_23,2,IM,0.6000000000000001,delta_BC,1453.0,True
278,avatarRT_sub_23,3,WMP,0.0134915331685178,delta_EVR,1453.0,True
279,avatarRT_sub_23,3,WMP,0.3599999999999999,delta_BC,1453.0,True
280,avatarRT_sub_23,4,OMP,0.0005013711826356,delta_EVR,1453.0,True
281,avatarRT_sub_23,4,OMP,-0.04,delta_BC,1453.0,True
282,avatarRT_sub_23,2,IM,-0.0273494728821316,delta_EVR,1453.0,True
283,avatarRT_sub_23,2,IM,0.6000000000000001,delta_BC,1453.0,True
284,avatarRT_sub_23,3,WMP,0.0134915331685178,delta_EVR,1453.0,True
285,avatarRT_sub_23,3,WMP,0.3599999999999999,delta_BC,1453.0,True
286,avatarRT_sub_23,4,OMP,0.0005013711826356,delta_EVR,1453.0,True
287,avatarRT_sub_23,4,OMP,-0.04,delta_BC,1453.0,True
288,avatarRT_sub_24,2,IM,0.0341758315013547,delta_EVR,1453.0,True
289,avatarRT_sub_24,2,IM,0.4400000000000001,delta_BC,1453.0,True
290,avatarRT_sub_24,3,WMP,-0.0027668717937882,delta_EVR,1453.0,True
291,avatarRT_sub_24,3,WMP,0.0399999999999998,delta_BC,1453.0,True
292,avatarRT_sub_24,4,OMP,-0.0017703400700253,delta_EVR,1453.0,True
293,avatarRT_sub_24,4,OMP,0.0,delta_BC,1453.0,True
294,avatarRT_sub_24,2,IM,0.0341758315013547,delta_EVR,1453.0,True
295,avatarRT_sub_24,2,IM,0.4400000000000001,delta_BC,1453.0,True
296,avatarRT_sub_24,3,WMP,-0.0027668717937882,delta_EVR,1453.0,True
297,avatarRT_sub_24,3,WMP,0.0399999999999998,delta_BC,1453.0,True
298,avatarRT_sub_24,4,OMP,-0.0017703400700253,delta_EVR,1453.0,True
299,avatarRT_sub_24,4,OMP,0.0,delta_BC,1453.0,True
300,avatarRT_sub_24,2,IM,0.0341758315013547,delta_EVR,1453.0,True
301,avatarRT_sub_24,2,IM,0.4400000000000001,delta_BC,1453.0,True
302,avatarRT_sub_24,3,WMP,-0.0027668717937882,delta_EVR,1453.0,True
303,avatarRT_sub_24,3,WMP,0.0399999999999998,delta_BC,1453.0,True
304,avatarRT_sub_24,4,OMP,-0.0017703400700253,delta_EVR,1453.0,True
305,avatarRT_sub_24,4,OMP,0.0,delta_BC,1453.0,True
306,avatarRT_sub_25,2,IM,0.0170218181774681,delta_EVR,1453.0,False
307,avatarRT_sub_25,2,IM,0.4000000000000002,delta_BC,1453.0,False
308,avatarRT_sub_25,4,WMP,0.0104674273537433,delta_EVR,1453.0,False
309,avatarRT_sub_25,4,WMP,0.4399999999999999,delta_BC,1453.0,False
