comparison,test,group1,group2,n1,n2,mean1,mean2,p_value,ci_lower,ci_upper,cohens_d,significant_0.05
intrinsic2others vs 0,"permutation_test (n_iter=10000, alternative=two-sided)",intrinsic2others,0 (null),18,,-1.0513337953081416,0,0.00019998000199980003,-1.342179119166266,-0.7167687934681205,-1.4939512368391612,True
intrinsic2intrinsic vs 0,"permutation_test (n_iter=10000, alternative=two-sided)",intrinsic2intrinsic,0 (null),18,,-0.41553006407792836,0,0.0005999400059994001,-0.5549337815898185,-0.27456717824838855,-1.3389821062902487,True
