subject_id,session_type,proportion,MSE,true_score,instantaneous_density,proportional_density,max_normed_density,z,pval_2t,metric,simulated_change,percentile,absolute_z
avatarRT_sub_11,WMP,0.5,0.003901926,0.003268552,4.10E-05,-0.008200889,1.71E-06,-3.869495504,0.000109061,variance,subselection,0.99999998,3.869495504
avatarRT_sub_11,WMP,0.5,0.000406107,0.003268552,20.03721414,0.992194389,0.992239565,0.113658316,0.909508657,variance,realignment,0.11600002,0.113658316
avatarRT_sub_13,IM,0.5,0.008690551,-0.020173255,4.90E-19,-0.004516305,2.17E-20,-5.238938526,1.62E-07,variance,subselection,0.99999998,5.238938526
avatarRT_sub_13,IM,0.5,0.000667359,-0.020173255,14.99116207,0.820649279,0.822411125,-0.780567835,0.435056716,variance,realignment,0.52799998,0.780567835
avatarRT_sub_13,WMP,0.5,0.009173785,0.124105945,7.37E-108,-0.005822178,1.89E-109,9.344217733,9.26E-21,variance,subselection,1.00000002,9.344217733
avatarRT_sub_13,WMP,0.5,0.002196223,0.124105945,2.653114414,0.119098437,0.131296857,2.133795572,0.032859519,variance,realignment,0.95200002,2.133795572
avatarRT_sub_14,IM,0.5,0.002621124,0.01184683,0.016061815,-0.003773865,0.00056791,-3.695556768,0.000219405,variance,subselection,0.99999998,3.695556768
avatarRT_sub_14,IM,0.5,0.000703881,0.01184683,13.2583997,0.6792988,0.681396449,0.753779168,0.450981835,variance,realignment,0.53800002,0.753779168
avatarRT_sub_14,WMP,0.5,0.034144146,-0.08639695,1.27E-131,-0.010188687,6.73E-133,-8.878665693,6.77E-19,variance,subselection,0.99999998,8.878665693
avatarRT_sub_14,WMP,0.5,0.006900438,-0.08639695,1.49E-21,-0.010497967,5.93E-23,-5.275249264,1.33E-07,variance,realignment,0.99999998,5.275249264
avatarRT_sub_15,IM,0.5,0.027853968,-0.090239286,3.43E-199,-0.006916589,1.46E-200,-10.50326641,8.34E-26,variance,subselection,0.99999998,10.50326641
avatarRT_sub_15,IM,0.5,0.008275388,-0.090239286,3.29E-38,-0.004041258,1.25E-39,-5.961535017,2.50E-09,variance,realignment,0.99999998,5.961535017
avatarRT_sub_15,WMP,0.5,0.012505237,-0.051370397,5.27E-100,-0.007007926,1.79E-101,-8.554244493,1.19E-17,variance,subselection,0.99999998,8.554244493
avatarRT_sub_15,WMP,0.5,0.00299791,-0.051370397,0.378018633,0.013720382,0.01774678,-2.816348969,0.004857287,variance,realignment,0.99599998,2.816348969
avatarRT_sub_16,IM,0.5,0.034557868,-0.074014917,3.69E-109,-0.009393892,2.06E-110,-8.855519662,8.33E-19,variance,subselection,0.99999998,8.855519662
avatarRT_sub_16,IM,0.5,0.002384143,-0.074014917,2.099752235,0.098206324,0.107209532,2.194634837,0.028189802,variance,realignment,0.96800002,2.194634837
avatarRT_sub_16,WMP,0.5,0.01749956,-0.036220508,6.81E-51,-0.006459114,3.16E-52,-7.164242817,7.82E-13,variance,subselection,0.99999998,7.164242817
avatarRT_sub_16,WMP,0.5,0.00656637,-0.036220508,0.000242317,-0.009967983,1.14E-05,4.40646322,1.05E-05,variance,realignment,1.00000002,4.40646322
avatarRT_sub_17,IM,0.5,0.031229545,-0.084118207,2.40E-135,-0.019751165,1.19E-136,-9.081410094,1.07E-19,variance,subselection,0.99999998,9.081410094
avatarRT_sub_17,IM,0.5,0.000731568,-0.084118207,13.17113428,0.70469747,0.707465344,-0.835955079,0.403180175,variance,realignment,0.58399998,0.835955079
avatarRT_sub_17,WMP,0.5,0.01109278,-0.008139894,0.000143566,-0.00692577,8.68E-06,-4.160208471,3.18E-05,variance,subselection,0.99999998,4.160208471
avatarRT_sub_17,WMP,0.5,0.000564106,-0.008139894,13.36674344,0.605147538,0.608148495,0.736142433,0.461644022,variance,realignment,0.53600002,0.736142433
avatarRT_sub_18,IM,0.5,0.003900533,0.014801827,0.000161399,-0.014546665,6.78E-06,-3.781559449,0.000155849,variance,subselection,0.99999998,3.781559449
avatarRT_sub_18,IM,0.5,0.000590389,0.014801827,15.07879381,0.740896391,0.744077675,0.772614844,0.439750357,variance,realignment,0.55400002,0.772614844
avatarRT_sub_18,WMP,0.5,0.01159007,-0.021798137,1.67E-17,-0.004352101,8.24E-19,-5.63870988,1.71E-08,variance,subselection,0.99999998,5.63870988
avatarRT_sub_18,WMP,0.5,0.000480181,-0.021798137,16.3867949,0.999767336,0.999769721,-0.091782774,0.92687063,variance,realignment,0.06199998,0.091782774
avatarRT_sub_19,IM,0.5,0.01030059,-0.009929236,4.80E-20,-0.00482,2.18E-21,-5.631394161,1.79E-08,variance,subselection,0.99999998,5.631394161
avatarRT_sub_19,IM,0.5,0.004222998,-0.009929236,0.243072725,-0.005740631,0.012476839,3.171337025,0.00151739,variance,realignment,1.00000002,3.171337025
avatarRT_sub_19,WMP,0.5,0.004772397,0.027405258,0.159818219,0.00371517,0.007950727,-3.12754778,0.001762712,variance,subselection,0.99999998,3.12754778
avatarRT_sub_19,WMP,0.5,0.006751638,0.027405258,7.65E-05,-0.004740539,3.95E-06,3.970180734,7.18E-05,variance,realignment,1.00000002,3.970180734
avatarRT_sub_21,IM,0.5,0.00699801,-0.008457723,6.53E-06,-0.003872493,2.67E-07,-4.870820678,1.11E-06,variance,subselection,0.99999998,4.870820678
avatarRT_sub_21,IM,0.5,0.002116635,-0.008457723,2.389863984,0.119288633,0.126907941,-2.08317814,0.037234989,variance,realignment,0.98199998,2.08317814
avatarRT_sub_21,WMP,0.5,0.027647901,-0.077396694,3.33E-134,-0.008857302,1.53E-135,-9.139344851,6.28E-20,variance,subselection,0.99999998,9.139344851
avatarRT_sub_21,WMP,0.5,0.000409201,-0.077396694,19.95330429,0.997254569,0.997280985,-0.151814857,0.879332963,variance,realignment,0.09199998,0.151814857
avatarRT_sub_22,IM,0.5,0.000404115,0.032370257,11.04211696,0.29533446,0.298763305,-1.640772555,0.100844637,variance,subselection,0.90399998,1.640772555
avatarRT_sub_22,IM,0.5,0.002252225,0.032370257,0.497254881,0.012616255,0.019770666,2.950241816,0.003175253,variance,realignment,0.99800002,2.950241816
avatarRT_sub_22,WMP,0.5,0.005590213,-0.009313736,2.01E-16,-0.011169302,7.57E-18,-5.023482997,5.07E-07,variance,subselection,0.99999998,5.023482997
avatarRT_sub_22,WMP,0.5,0.000709708,-0.009313736,13.68790444,0.653874192,0.658040395,-1.068616385,0.285242563,variance,realignment,0.71999998,1.068616385
avatarRT_sub_23,IM,0.5,0.006458119,0.002156425,8.36E-13,-0.005421401,3.91E-14,-4.445194368,8.78E-06,variance,subselection,0.99999998,4.445194368
avatarRT_sub_23,IM,0.5,0.000596144,0.002156425,12.93706473,0.597472406,0.599168373,0.888589599,0.374223683,variance,realignment,0.62400002,0.888589599
avatarRT_sub_23,WMP,0.5,0.000697772,0.023713673,3.286359783,0.088013836,0.096994798,-2.171406919,0.029900426,variance,subselection,0.97599998,2.171406919
avatarRT_sub_23,WMP,0.5,0.000362687,0.023713673,18.42329362,0.745336916,0.747021426,0.688086601,0.491398248,variance,realignment,0.51800002,0.688086601
avatarRT_sub_24,IM,0.5,0.000145654,0.050764707,30.66537216,0.829238414,0.831815736,0.581711691,0.560760896,variance,subselection,0.42800002,0.581711691
avatarRT_sub_24,IM,0.5,0.001276451,0.050764707,4.472481821,0.190710303,0.19520928,1.819092151,0.068897372,variance,realignment,0.92000002,1.819092151
avatarRT_sub_24,WMP,0.5,0.014704876,-0.013288077,0.001330188,-0.012676086,0.000109063,-3.629707509,0.000283743,variance,subselection,0.99999998,3.629707509
avatarRT_sub_24,WMP,0.5,0.002732799,-0.013288077,4.256491885,0.294432993,0.297345139,1.662572209,0.096398098,variance,realignment,0.89400002,1.662572209
avatarRT_sub_25,IM,0.5,0.00231493,0.057591051,1.980986674,0.092467269,0.099884655,-2.237470847,0.025255583,variance,subselection,0.97599998,2.237470847
avatarRT_sub_25,IM,0.5,0.007403224,0.057591051,1.02E-26,-0.00384362,3.64E-28,5.727939437,1.02E-08,variance,realignment,1.00000002,5.727939437
avatarRT_sub_25,WMP,0.5,0.008854893,-0.041773174,4.45E-50,-0.004338916,1.49E-51,-7.280983918,3.31E-13,variance,subselection,0.99999998,7.280983918
avatarRT_sub_25,WMP,0.5,0.000507262,-0.041773174,14.6469325,0.559649692,0.561427624,-1.11063024,0.266727541,variance,realignment,0.75599998,1.11063024
