,subject_id,session_type,proportion,MSE,true_score,instantaneous_density,proportional_density,max_normed_density,z,pval_2t,metric,simulated_change,percentile,absolute_z
0,avatarRT_sub_14,WMP,0.2,0.015115643459570836,-0.08639695031586364,1.9000504604382025e-72,-0.011823138986576899,7.295540968825621e-74,-7.507899684209237,6.008351718265832e-14,variance,subselection,0.99999998,7.507899684209237
1,avatarRT_sub_14,WMP,0.2,0.0038892153073162685,-0.1715940846073578,4.002495377958338,0.38426146881151413,0.3889442309237231,-1.3053716992107034,0.19176631030729785,entropy,subselection,0.7959999799999999,1.3053716992107034
2,avatarRT_sub_14,WMP,0.2,0.006852646009426413,-0.08639695031586364,8.996220285183982e-16,-0.004132499129550168,3.426068041322234e-17,-5.423308808286676,5.850578859355939e-08,variance,realignment,0.99999998,5.423308808286676
3,avatarRT_sub_14,WMP,0.2,0.03683108786972207,-0.1715940846073578,3.1655185664445434e-41,-0.008211080733838989,2.1250135850211196e-42,-6.865768682239922,6.61341633293257e-12,entropy,realignment,0.99999998,6.865768682239922
0,avatarRT_sub_15,IM,0.2,0.013870277457819213,-0.09023928551924315,4.379071063306233e-154,-0.00402586502095648,1.2777379835300193e-155,-9.547822759048548,1.3245050418156896e-21,variance,subselection,0.99999998,9.547822759048548
1,avatarRT_sub_15,IM,0.2,0.03515718564869246,-0.2608119985972239,3.587578023491145e-06,-0.004319467481373128,3.5066453376966953e-07,-4.968924462618691,6.732528861353038e-07,entropy,subselection,0.99999998,4.968924462618691
2,avatarRT_sub_15,IM,0.2,0.008303857000007697,-0.09023928551924315,4.408331057542712e-37,-0.008000163963157638,1.7810166131012677e-38,-5.882131051936277,4.050174400115404e-09,variance,realignment,0.99999998,5.882131051936277
3,avatarRT_sub_15,IM,0.2,0.05467256723246345,-0.2608119985972239,1.229000294986829e-29,-0.01069589157419223,1.3072888316639236e-30,-5.9098475183886405,3.4242455118395604e-09,entropy,realignment,0.99999998,5.9098475183886405
0,avatarRT_sub_15,WMP,0.2,0.005299191037662311,-0.051370397405626406,4.860741588665685e-59,-0.0040868334201744645,1.2957894928592252e-60,-6.929793863050546,4.214542857307089e-12,variance,subselection,0.99999998,6.929793863050546
1,avatarRT_sub_15,WMP,0.2,0.02865484157830578,-0.18411363925546675,0.2780436298798272,0.03685032036075677,0.04219125869776263,-2.181755239758539,0.029127601639356644,entropy,subselection,0.99399998,2.181755239758539
2,avatarRT_sub_15,WMP,0.2,0.0029593613049194163,-0.051370397405626406,0.4846760337203548,0.015620579852510644,0.024346508731128303,-2.6771329220786386,0.007425516963691934,variance,realignment,0.99999998,2.6771329220786386
3,avatarRT_sub_15,WMP,0.2,0.04861936957420234,-0.18411363925546675,0.3943003859471306,0.07245300250691579,0.08230401410288816,-2.658055442406133,0.007859296261528623,entropy,realignment,0.9819999799999999,2.658055442406133
0,avatarRT_sub_16,IM,0.2,0.013047537905918723,-0.07401491688969944,1.996644906896869e-43,-0.010851357575003507,7.971621320891093e-45,-6.725975282262584,1.7442017367355306e-11,variance,subselection,0.99999998,6.725975282262584
1,avatarRT_sub_16,IM,0.2,0.002879140269295161,-0.08151441348386435,7.428019899350983,0.9553240097842921,0.9559760573211035,0.24432135854281656,0.8069819428978571,entropy,subselection,0.19800001999999992,0.24432135854281656
2,avatarRT_sub_16,IM,0.2,0.002400909665114768,-0.07401491688969944,2.7235505808951332,0.13724452202960774,0.14278546493794328,2.149234304053008,0.03161583127050153,variance,realignment,0.9520000199999998,2.149234304053008
3,avatarRT_sub_16,IM,0.2,0.011091334759520862,-0.08151441348386435,3.8252356592990853,0.7885197028815705,0.7899750538914914,0.7773656326608914,0.4369430826903701,entropy,realignment,0.5620000199999998,0.7773656326608914
0,avatarRT_sub_16,WMP,0.2,0.00505076170720716,-0.03622050796650067,5.6814471368122455e-06,-0.008516566175432935,2.1252785312513388e-07,-4.663612052658441,3.107068763705825e-06,variance,subselection,0.99999998,4.663612052658441
1,avatarRT_sub_16,WMP,0.2,0.0027796631506239768,-0.08895081261732729,7.495472632701616,0.7978532442341687,0.7989101230663888,0.7767213644468861,0.4373231793021586,entropy,subselection,0.56400002,0.7767213644468861
2,avatarRT_sub_16,WMP,0.2,0.006437756375665391,-0.03622050796650067,4.623705384978168e-07,-0.015565294896158858,2.1586694565174067e-08,4.366017140310998,1.2653255493007573e-05,variance,realignment,1.0000000199999999,4.366017140310998
3,avatarRT_sub_16,WMP,0.2,0.025352784097892687,-0.08895081261732729,1.1262883923102562,0.21528405434148776,0.2296523858474326,1.6897286048239453,0.09107988813747533,entropy,realignment,0.93400002,1.6897286048239453
0,avatarRT_sub_17,IM,0.2,0.013688485659342962,-0.08411820715643634,6.205956109863293e-70,-0.007926045155632312,2.4703491263102694e-71,-7.3566088470366875,1.8864107082203082e-13,variance,subselection,0.99999998,7.3566088470366875
1,avatarRT_sub_17,IM,0.2,0.02718576416515819,-0.2487238498357489,0.036064823031280835,-0.0008973447356016703,0.003574250349184793,-3.9521799445736234,7.744246962411921e-05,entropy,subselection,0.99999998,3.9521799445736234
