,session_type,session_id,run,total_variance,average_variance,data_type,subject_id
250,OMP,ses_04,4,1.1453152617027451,1.0607132393835914,voxel_data,avatarRT_sub_11
251,OMP,ses_04,4,0.11874015371143729,0.11206401405080021,component_data,avatarRT_sub_11
252,IM,ses_02,1,0.3549632888691476,0.318020111084902,manifold_projection,avatarRT_sub_13
253,IM,ses_02,1,1.4744537247517404,1.3104270485522596,voxel_data,avatarRT_sub_13
254,IM,ses_02,1,0.3570501287222255,0.31956256140993383,component_data,avatarRT_sub_13
255,IM,ses_02,2,0.2399962372418603,0.21344309194474942,manifold_projection,avatarRT_sub_13
256,IM,ses_02,2,1.044335805501244,0.9117964606692966,voxel_data,avatarRT_sub_13
257,IM,ses_02,2,0.23887137806035338,0.2122719273301319,component_data,avatarRT_sub_13
258,IM,ses_02,3,0.1507119083983022,0.14584900628226488,manifold_projection,avatarRT_sub_13
259,IM,ses_02,3,1.0747326782015052,1.04096812301744,voxel_data,avatarRT_sub_13
260,IM,ses_02,3,0.15035181691812682,0.14567544935803461,component_data,avatarRT_sub_13
261,IM,ses_02,4,0.11978807351138052,0.11111553070618721,manifold_projection,avatarRT_sub_13
262,IM,ses_02,4,0.8275018182478304,0.7897575047295085,voxel_data,avatarRT_sub_13
263,IM,ses_02,4,0.11884864779716342,0.11075149058366171,component_data,avatarRT_sub_13
264,WMP,ses_03,1,0.5472503884153331,0.48670006835813673,manifold_projection,avatarRT_sub_13
265,WMP,ses_03,1,1.473963083082051,1.364981064583101,voxel_data,avatarRT_sub_13
266,WMP,ses_03,1,0.5491453800193045,0.4889667700815082,component_data,avatarRT_sub_13
267,WMP,ses_03,2,0.19522570982067525,0.16765002196544498,manifold_projection,avatarRT_sub_13
268,WMP,ses_03,2,0.9615172150768044,0.8858521043752252,voxel_data,avatarRT_sub_13
269,WMP,ses_03,2,0.19289116644745233,0.16692295415685177,component_data,avatarRT_sub_13
270,WMP,ses_03,3,0.3148265223817581,0.2994738605312938,manifold_projection,avatarRT_sub_13
271,WMP,ses_03,3,1.114797846099293,1.0348823470228237,voxel_data,avatarRT_sub_13
272,WMP,ses_03,3,0.31615067189825513,0.30066560107536755,component_data,avatarRT_sub_13
273,WMP,ses_03,4,0.26632097593230397,0.2549907137594054,manifold_projection,avatarRT_sub_13
274,WMP,ses_03,4,1.402914236372086,1.3632475180670607,voxel_data,avatarRT_sub_13
275,WMP,ses_03,4,0.26767503027839146,0.2562605161389909,component_data,avatarRT_sub_13
276,OMP,ses_04,1,0.22979955467153906,0.193288954216636,manifold_projection,avatarRT_sub_13
277,OMP,ses_04,1,1.109293795302941,0.9860236396231947,voxel_data,avatarRT_sub_13
278,OMP,ses_04,1,0.2312863344264502,0.193984029721203,component_data,avatarRT_sub_13
279,OMP,ses_04,2,0.22970468545891692,0.2140761391623633,manifold_projection,avatarRT_sub_13
280,OMP,ses_04,2,1.2187680813982846,1.1343050553941953,voxel_data,avatarRT_sub_13
281,OMP,ses_04,2,0.22989553692044534,0.21427965560609624,component_data,avatarRT_sub_13
282,OMP,ses_04,3,0.17794412008522206,0.16337681237328947,manifold_projection,avatarRT_sub_13
283,OMP,ses_04,3,1.1480108303529826,1.06845159705854,voxel_data,avatarRT_sub_13
284,OMP,ses_04,3,0.17567540956253885,0.16183656889735085,component_data,avatarRT_sub_13
285,OMP,ses_04,4,0.15182656771219313,0.14645594576430604,manifold_projection,avatarRT_sub_13
286,OMP,ses_04,4,0.9224169635232083,0.8973865047173861,voxel_data,avatarRT_sub_13
287,OMP,ses_04,4,0.15259197769745145,0.14731888417071395,component_data,avatarRT_sub_13
288,IM,ses_02,1,0.1336512350181131,0.11593464416252744,manifold_projection,avatarRT_sub_14
289,IM,ses_02,1,1.1757160367720352,0.9531826282406805,voxel_data,avatarRT_sub_14
290,IM,ses_02,1,0.13333851041126857,0.11560971216248075,component_data,avatarRT_sub_14
