,subject,nfb_component,projection_value
0,avatarRT_sub_05,IM,"[ 1.54729605e-01 -3.14333826e-01 -1.99841052e-01  8.28412771e-02
 -5.26130199e-04 -7.80744031e-02 -4.48653758e-01 -5.94056368e-01
 -4.83142316e-01 -1.77642301e-01 -1.24723166e-01 -2.55260944e-01
 -6.70478344e-02 -4.24781114e-01 -5.13991356e-01 -3.20273638e-01
 -7.99400359e-02 -2.78396517e-01 -3.29658628e-01 -4.37516868e-01
 -2.17278510e-01 -1.57043785e-02  4.73851919e-01  5.46931446e-01
  2.91083992e-01  2.84033865e-01 -1.34531647e-01 -5.94734550e-02
 -5.60522079e-01 -5.53313494e-01 -5.38192689e-01 -5.45837283e-01
 -1.32743865e-02  1.19501293e-01 -1.73766121e-01 -5.29449940e-01
 -3.64543974e-01 -3.03195000e-01 -2.46390387e-01 -3.92287284e-01
 -5.04048645e-01 -5.11589289e-01 -5.02627134e-01 -1.74652323e-01
  6.59661740e-02 -6.60548210e-02 -5.49850225e-01 -4.85904992e-01
 -4.31357324e-02  5.11854768e-01  6.38334274e-01  1.00000000e+00
  1.00000000e+00  1.00000000e+00  2.31076807e-01 -1.22412115e-01
  4.48199809e-02  2.06465274e-01  1.79841757e-01 -2.63808966e-01
 -6.01710439e-01 -5.67870259e-01 -5.47693491e-01 -4.47222620e-01
 -3.14484537e-01 -4.06886399e-01 -3.34765553e-01 -1.19431585e-01
  1.48079455e-01  3.14375490e-01  4.17207658e-01  3.40592206e-01
  3.84076953e-01  1.57594293e-01 -8.95177647e-02 -2.89730430e-01
 -2.79441297e-01 -5.57214975e-01 -9.02516544e-01 -8.61168265e-01
 -4.65408117e-01  2.98952430e-01  6.34718299e-01  3.20989430e-01
 -3.93879563e-02 -4.02233541e-01 -1.51846945e-01  3.35359216e-01
  3.81749451e-01  2.06528813e-01 -7.38088712e-02 -5.37845314e-01
 -5.98105133e-01 -7.16387093e-01 -6.35409176e-01 -3.84704024e-01
  1.44476950e-01  9.15035009e-02  1.64214790e-01  3.16745043e-02
 -1.02380335e-01 -2.63127506e-01 -4.95463371e-01 -3.64876509e-01
  6.51645660e-03  3.69072556e-01  4.98824477e-01  3.42659771e-01
 -7.04515219e-01 -1.00000000e+00 -9.20880616e-01 -7.05643237e-01
 -2.92894214e-01  1.22284293e-02  1.57339096e-01  5.89037299e-01
  6.77017093e-01  6.23578668e-01  1.65214419e-01 -1.08024925e-01
  6.23669624e-02 -1.87143072e-01 -7.17016816e-01 -1.00000000e+00
 -8.58284295e-01 -4.35332745e-01 -2.20467016e-01 -2.19972968e-01
 -1.40136033e-01  1.02560073e-01 -1.90545171e-02  4.21614289e-01
  2.99667180e-01  2.77658522e-01  4.22971070e-01  2.12691814e-01
 -1.86777800e-01 -2.47641653e-01 -2.94576973e-01 -5.40654063e-01
 -7.93785572e-01 -7.44156480e-01 -5.54802656e-01 -4.58068907e-01
 -1.93785727e-02 -2.76627481e-01 -4.83843148e-01 -1.69276878e-01
  3.61243337e-02  2.05851585e-01 -3.03400487e-01 -1.83728978e-01
 -2.07830071e-02  2.29112744e-01 -3.27939540e-02 -6.75792098e-01
 -7.23985970e-01 -2.93633819e-01  2.11396039e-01  8.91413212e-01
  6.66866362e-01  4.52248573e-01  2.77800560e-01  3.55998337e-01
  2.98036635e-03 -3.07404578e-01 -5.60416281e-01 -3.52047980e-01
 -8.92581269e-02  3.30999553e-01  6.30371422e-02  9.48877335e-02
  2.16733128e-01  3.35649967e-01  2.81638443e-01  3.28808010e-01
  1.31538332e-01 -1.71790347e-01 -9.46647346e-01 -1.00000000e+00
 -7.66335130e-01 -5.82949042e-01 -1.84987038e-02  3.07179421e-01
  4.57277417e-01 -8.44056904e-03 -5.62171340e-01 -3.42610151e-01
 -6.54677525e-02  2.36445665e-01  3.04113686e-01  4.91457582e-02
 -6.22797608e-01 -9.90971088e-01 -7.00650394e-01 -3.83024991e-01
 -3.30531836e-01  3.13337296e-02  8.48499537e-02 -1.75610483e-02
 -4.04502362e-01 -4.86807585e-01 -7.09867299e-01 -5.54382443e-01
 -3.40502322e-01 -3.44344199e-01 -3.61555099e-01 -3.53985578e-01
 -1.85251728e-01  2.07843125e-01  2.18116730e-01 -1.74108207e-01
 -5.75610638e-01 -6.46888137e-01 -7.11955905e-01 -6.07717276e-01
 -1.70115188e-01  4.04732972e-02 -2.59110928e-02  9.81122255e-02
  1.23517156e-01  2.14653373e-01  4.03005600e-01  2.86224514e-01
 -1.86111480e-02  1.25293642e-01  3.07303458e-01  1.38068318e-01
 -6.51468858e-02 -5.06949306e-01 -4.84420300e-01 -7.86683559e-01
 -3.15062910e-01]"
1,avatarRT_sub_05,WMP,"[-2.02666894e-02 -6.56462461e-03  1.78908259e-01  2.66980082e-02
  2.76213944e-01  4.32935804e-01  4.89421844e-01  4.69774246e-01
  5.58245897e-01  3.27768922e-03 -9.87631753e-02  1.55758858e-02
 -1.30870402e-01 -2.03940064e-01 -3.17249864e-01 -2.96476603e-01
 -6.28717542e-01 -2.68283248e-01 -6.76270947e-02 -7.39022568e-02
 -3.47917080e-02  8.36551189e-05 -7.21385702e-02 -2.04225630e-03
  1.91100299e-01  6.09326996e-02 -4.67973202e-03  2.02004731e-01
  1.82484210e-01  2.64677882e-01  2.75441825e-01  3.20644557e-01
 -5.75188771e-02  1.92446649e-01  1.54933363e-01  3.61921489e-02
 -4.62241024e-02 -2.92909145e-01 -3.55141371e-01 -9.39425901e-02
 -1.95861012e-01 -2.60200113e-01 -2.16161996e-01  1.25946552e-02
  3.37806463e-01  7.45413184e-01  6.81519210e-01  5.46213925e-01
  2.39175916e-01  9.38750505e-02  2.33860314e-01  2.53717244e-01
  4.01864946e-01  4.91060197e-01  5.17367363e-01  6.54275596e-01
  3.99420232e-01  1.38183102e-01  9.56867337e-02  2.75591701e-01
  3.06673586e-01  3.47449034e-01  2.39417195e-01  2.37315893e-01
  5.80383837e-02  3.69111486e-02  1.75649613e-01  3.10189165e-02
 -9.80980769e-02  1.95351720e-01  1.68808952e-01  1.83082283e-01
  1.53607860e-01  2.37356186e-01  1.72326982e-01 -7.33534619e-02
  3.34552377e-01  3.68317038e-01  6.01440251e-01  4.16429847e-01
  1.24153219e-01  8.00498202e-03  1.83926389e-01  3.85764956e-01
  6.60772398e-02 -5.16859889e-02 -3.81247520e-01 -3.06782603e-01
 -3.71655256e-01 -2.15113282e-01 -1.61985219e-01 -2.60559693e-02
  2.42550336e-02  1.94659770e-01  3.71168107e-01  4.57624674e-01
 -5.55593520e-02 -4.11733866e-01 -8.66395354e-01 -9.32468832e-01
 -1.00000000e+00 -3.05215269e-01 -2.51952469e-01 -4.33267117e-01
 -1.58708319e-02  1.73781306e-01  8.92992169e-02  4.78997558e-01
  8.85381460e-01  3.51315975e-01  5.00109076e-01  3.17209482e-01
  3.64494443e-01  3.02393436e-01  1.82548240e-01  2.29721785e-01
  2.15751022e-01  3.09856623e-01  5.12536287e-01  7.15021193e-01
  7.19244063e-01  5.73688626e-01  3.49682957e-01  3.20118874e-01
 -1.64009631e-04 -4.49344516e-03 -2.04827666e-01 -1.75162926e-02
  2.14433521e-01 -1.05511688e-01 -2.04772323e-01 -2.35732436e-01
 -1.22120902e-02 -1.85408771e-01  7.31845051e-02 -2.28728503e-01
 -3.67750317e-01 -1.53871149e-01 -3.07324886e-01 -2.34178275e-01
 -3.05935651e-01 -3.11017096e-01 -2.72061437e-01  4.90625240e-02
  4.65876758e-01  6.75625801e-01  8.34407985e-01  6.10153913e-01
  3.84627879e-01  3.38898152e-01 -1.20474659e-01 -2.38497853e-01
  9.18112546e-02 -4.00595888e-02  5.79583108e-01  3.30638736e-01
  8.38225484e-02  2.38599628e-01  2.35186905e-01  1.02945626e-01
  4.03437912e-02  6.91770911e-01  6.26586139e-01  3.05269331e-01
  2.04658717e-01  1.31470382e-01 -1.97771579e-01  7.33047053e-02
 -2.97054797e-01 -1.24486037e-01  4.91114229e-01  2.08442569e-01
 -4.57021669e-02  3.10137808e-01  5.12259007e-01  3.37869048e-01
  7.92388201e-01  9.95602489e-01  1.00000000e+00  1.00000000e+00
  6.24446630e-01 -1.00000000e+00 -1.00000000e+00 -8.97684813e-01
 -8.28009546e-01 -5.28927207e-01 -5.12015045e-01 -3.69354695e-01
 -8.11462522e-01 -3.08856457e-01 -3.03922296e-01  9.75545719e-02
  2.16160864e-01  3.70445698e-01  1.13489576e-01  8.20521414e-02
 -2.28878438e-01 -3.19196790e-01 -3.36631000e-01 -3.93168926e-01
 -4.72550869e-01 -4.74299014e-01 -7.62888014e-01 -6.18212044e-01
 -7.09685683e-01 -3.52242619e-01 -2.38336980e-01 -5.39974988e-01
 -4.84574437e-01 -4.52481031e-01 -7.56159723e-01 -4.60455000e-01
  2.00861067e-01  2.85077870e-01  8.32926393e-01  5.96937060e-01
  5.89477122e-01  4.29831415e-01  1.57562792e-01 -2.28516161e-01
 -2.01763034e-01 -5.84078953e-02 -1.49315715e-01  1.67462938e-02
  7.35201836e-02 -4.72806156e-01  7.29311332e-02 -2.14803368e-01
 -6.30647302e-01  2.19914049e-01  9.91028011e-01  9.45718765e-01
  1.00000000e+00]"
2,avatarRT_sub_05,OMP,"[-0.07700396 -0.62023383  0.26128915  0.45273352  0.70473325 -0.05750155
  0.35511476  0.28401777  0.20384261  0.6246071   0.25907198 -0.10460058
  0.55758     0.718959    0.30881754  0.63710797  0.7946545   0.3085854
  0.33887383 -0.06846374  0.15347332  0.48298028  0.00336176 -0.9710476
 -0.21313965 -0.23699993 -0.21425563 -0.3700053  -0.00648344 -0.10445499
 -0.19634116  0.28339678  0.9702969   0.37145028 -0.11394152  0.28272498
  0.1426646   0.39644542  0.19344755  0.09860387 -0.28642303  0.31142643
  0.20225021 -0.0946447  -0.37747043  0.34151444  0.14107144  0.17032914
  0.72359675 -0.61656106 -0.41285503  0.09907921 -0.09453344  0.12910838
  0.48018527  0.54829466  0.7440593   0.6900069  -0.32606608  0.02097297
  0.45122162  0.16203776  0.24297775  0.27583486 -0.041473   -0.19230407
  0.3010503   0.4091314   0.10759905  0.8059442   0.8165529   0.5407773
  0.58704805  0.5289405   0.37049073  0.11881134 -0.10703716  0.29928333
  0.15703684 -0.1184094  -1.         -1.         -0.82939285  0.2566499
 -0.08259383  0.23400742  1.          0.3037872   0.11688809  0.80844647
  0.34566242  0.69921815  0.02857324 -0.11397114  0.31360736  0.318415
 -0.01936877  0.43618384  0.51997954  0.3339019   0.89529485  0.2235597
  0.01151285  0.74947405  0.5271063   0.13809083  0.3528176   0.39916295
 -0.12521574  0.11567509  0.36976862 -0.04384947 -0.18695599  0.7774248
  0.3454245   0.772898    0.521948   -0.12907061  0.07882926  0.3515665
  0.13408582  0.32838947  0.05275908  0.1767148   0.19241503  0.11668852
  0.7458737  -1.         -0.3180045   0.04920343 -0.48781782 -0.43634474
 -0.3097037   0.03419378 -0.40571225  0.40669438 -0.3250392   0.1837006
  0.48489502  0.16565457  0.45363745  0.1193002  -0.02110714  0.35512045
 -0.5642816  -0.65753806  0.06127164  0.21063973  0.407007    0.6030008
  0.4866875   0.5819505   0.14066547  0.50494593  0.44293782  0.1751619
 -0.09246728  0.5950203   1.          0.54514927 -0.0429894   0.09290111
 -0.32873482  0.03993171  0.26543957 -0.00349042  0.13278614  0.49617475
  0.58921456 -0.31856227  0.23054707  0.4457383   0.662951    0.57841015
  0.5718895  -0.29968232 -0.49263805  0.3260875   0.7130518  -0.45964044
  0.2828769   0.4515359   0.42805263  0.6357016   0.20997125  0.26337594
  0.10000999  0.23667902 -0.58287483 -0.20700854  0.14026906  0.05320975
  0.01757994 -0.23875856 -0.13334626 -0.2323721   0.30870268  0.12127981
  0.83309245  0.45443922  0.13068964  0.361334    0.6415516   0.4130225
 -0.08366346  0.14708355  0.11884058  0.31317362  0.1957055   0.09382224
 -0.25624824 -0.04763597 -0.36499184 -0.24955958  0.1516617   0.44155055
  0.6013699  -0.61854404  0.72415686  0.76292765 -0.08244032 -0.01323733
  0.66932654  1.          0.07679358  0.13629477  0.2063244   0.85739875
  0.7504961  -0.14968488  0.0549514   0.07222673  0.02143598]"
3,avatarRT_sub_06,IM,"[-0.5564259  -1.         -0.88721234 -0.4897968  -0.0378342   0.50453854
  0.8045064   0.68477553  0.36959934  0.5207998   0.17522694 -0.20687139
  0.3151835   0.8109521  -0.06578375 -0.08694185  0.28340775  0.45378423
  0.28247276  0.00360669 -0.45596418 -0.07426299 -0.10854352  0.00498915
  0.28810906  0.58490264  0.19799498  0.54492706  0.59084463 -0.34591308
 -0.3388584  -0.14108875  0.02975654 -0.23376073 -0.631507   -0.48077342
  0.19518746  0.38717094  0.09428249  0.10593566 -0.05441055  0.06081902
 -0.155681   -0.50378036  0.09211976  0.37861827  0.21957971  0.08148831
  0.20361748  0.17040074 -0.4253653  -0.44537306 -0.33889624 -0.31141567
  0.23704349  0.29608357  0.1414406   0.69441724  0.3117426   0.19996618
  0.49471247  0.626253    0.16621779 -0.2473739  -0.47887757 -0.5212953
 -0.5199046  -0.4118582  -0.73374224 -0.82299656  0.06079375  0.4800325
  0.6635176   0.35013086  0.43374392  0.34084925  0.09621698  0.03938424
 -0.43777227 -0.5405061  -0.30013463 -0.27907786 -0.35446766 -0.19822747
 -0.03075401  0.23209417  0.26813155 -0.1616079   0.11072564  0.08619132
  0.35799634  0.20360978  0.31106168  0.06731319 -0.4665193  -0.50576663
 -1.         -1.         -1.         -0.7560441  -0.214795    0.51018506
  0.27032408  0.27027094  0.30192956 -0.15387802 -0.12627976 -0.0410776
 -0.2895815  -0.35129037 -0.69790316 -0.6786455  -0.50980896 -0.18895705
 -0.07207446 -0.2779561   0.27100575  0.6125644   0.37523502  0.2054737
  0.29847962  0.15706614  0.5429319   0.96426505  0.6496535   0.20911948
 -0.18596917 -0.22915079 -0.08644952 -0.28549317 -0.06366698  0.20632118
  0.51595163  0.25920326  0.030178    0.15485536  0.09625696  0.07924578
  0.08804058  0.34650567  0.44459203  0.30307135 -0.09798612  0.11663412
  0.12138641  0.15277916  0.0575102   0.13349217 -0.03566786  0.14775886
 -0.07684299 -0.39508247 -0.8361566  -0.62838346 -0.52651405  0.2601349
  0.6708111   0.49888667  0.30255067  0.30056235  0.6464828  -0.27663782
 -0.59520423 -0.6935356   0.1353577   0.46317357  0.25260493  0.19612874
  0.27619606  0.44134253  0.21943289  0.08516353  0.2313088   0.31232846
  0.21744613  0.03391922 -0.30951643 -0.15471528 -0.33232588  0.04569411
 -0.15239999 -0.38825324 -0.7471858  -0.7584819  -0.73666054 -0.62252396
 -0.14488292  1.          1.          0.925512    1.          0.05969492
 -0.18845731 -0.15756984 -0.22475441 -0.6578203  -0.5262619  -0.58201075
 -0.28965685  0.09396631  0.9485153   0.9636562   0.8960291   0.7193098
  0.8837378   1.          0.77684075  0.3210272   0.05598406  0.6530526
  0.06475638 -0.21462461 -0.29419968 -0.5607245  -0.87251526 -0.74885076
 -0.43372047 -0.0609002   0.0378642   0.19467463  0.57387024  0.13135305
 -0.35943106 -0.52471185 -0.6968444  -0.58032167 -0.443813   -0.11830159
 -0.60646623 -0.21207131  0.52492523  0.09957133 -0.12356193  0.18135561
  0.30419993 -0.1227919   0.3269777   0.36995384  0.832501    0.62503684
  0.10360757  0.06661369 -0.03480798  0.07211145  0.07584977 -0.14751355
  0.44365278  0.15941645  0.1567682   0.31901252  0.00526982 -0.38780108
  0.06481914  0.51060504  0.20578098  0.11183523  0.11547628  0.06333479
 -0.22186847 -0.6579285  -0.24599494  0.43495703  0.36575988  0.06201346
 -0.15370105  0.21620446  0.27097148 -0.09624007 -0.1353939   0.11702475
  0.08526583  0.12001435 -0.07939231 -0.3289914  -0.542815   -0.49677673
 -0.13818541  0.11707525  0.23186336  0.6361518  -0.02418869  0.25842136
  0.3316503   0.2000106   0.3894714   0.30924302  0.25012985  0.0416272
 -0.38799503 -0.39279383 -0.32150525 -0.6563678  -0.2593932   0.24851222
  0.35047552 -0.2259333  -0.42425805 -0.18930039  0.30110687  0.26703438
  0.5473059   0.46742868 -0.12701423 -0.3931613  -0.30198967]"
4,avatarRT_sub_06,WMP,"[ 0.0651786  -0.17309925 -0.714664   -0.92277133 -0.5379778   0.11665866
  0.3674424   0.23103893  0.24305913  0.02831763  0.3724614   0.65347326
 -0.09860726 -0.5400449  -0.33463803 -0.42193624 -0.05333121 -0.12125477
 -0.50409794 -0.87846315 -0.8264624  -0.48156083 -0.1573457  -0.27477926
 -0.30995092 -0.11206597 -0.02208833 -0.08769558 -0.6119283  -0.20984554
  0.31082842  0.2265481   0.21782959 -0.28819793 -0.67626184 -0.5527566
 -0.25815427 -0.13339517 -0.32427537 -0.45238885 -0.37529114 -0.37124974
  0.42553923 -0.24853808 -0.5710604  -0.2876432  -0.31758583  0.2012479
  0.8746064   0.0110615  -0.3454042  -0.4075231  -0.5072481  -0.49607626
 -0.17460033  0.4470881   1.          0.10392013 -0.41750902 -0.19760637
  0.02121992 -0.5464782  -0.27603593  0.3809544   0.07771912 -0.19921136
 -0.41315812 -0.578192   -0.98050666 -0.65205294 -0.6573665  -0.15645729
  0.2186583  -0.5435523  -0.918331   -0.7131263  -0.33323848 -0.10593878
 -0.24743035  0.3192235   0.74917233  0.25097483 -0.42555726 -0.6134951
 -0.88135564  0.00173111 -0.8334453  -0.3942006  -0.02376378  0.03086993
 -0.5873072   0.02847536  0.32508418 -0.44354406 -0.6140427  -0.42130557
  0.4450468  -0.32486457 -0.5068912  -0.6423466   0.12514788  0.5273397
  0.08998203  0.3199292  -0.19629794 -0.4803488  -0.5887356  -0.65313613
 -0.4952493  -0.58023167 -0.82301426  0.3996025   0.39026198 -0.11096311
 -0.27637166 -0.30556184  0.14484116  0.0512078   0.01277034  0.02126019
  0.10984081 -0.13156599 -0.006703   -0.08004063 -0.14093938 -0.22174686
 -0.4132771   0.01850298  1.          0.26269954 -0.13490131 -0.5020455
 -0.294669   -0.837535   -0.63633657 -0.29591176 -0.20464607 -0.35412928
 -0.3566664  -0.4540576  -0.45624602 -0.8270184  -0.42586845  0.04152118
  0.864653   -0.19764747 -0.30522263 -0.51453733 -0.13197947  0.2186119
 -0.08396097 -0.53900796 -0.7216104  -0.724915   -0.63558674  0.4104745
 -0.35577005  0.20787987  1.          0.582273    0.6809709   0.90974
 -0.16199091 -0.39427936 -0.19136064 -0.33961582  0.09242925  0.23037225
  0.580843    0.34068224  0.16816166 -0.06460565  0.43853    -0.5222887
 -0.39124846  0.04174645  1.          0.16989475 -0.2782863  -0.40739462
 -0.96751    -1.         -0.88686216 -0.6701051  -0.77572525 -0.29577336
 -0.04276365  0.15912634  0.15358794  0.09169298 -0.33608267 -0.04331985
  0.6369964   0.63891554  0.27809402  0.36523053 -0.7075237  -0.65364265
 -0.43909496  0.3073705  -0.02630694 -0.06423126 -0.76250637 -0.23453449
 -0.1512958  -0.22008218 -0.75204635 -0.7393191   0.04038322  0.54246044
  0.20207706 -0.3747449  -0.6369761  -0.55164164 -0.56639135 -1.
 -1.         -0.23129907  0.2764565   0.6254114   0.4395506   0.10991412
  0.10252467 -0.7812673  -0.15167361  0.645121    0.77066016 -0.25825256
 -0.45574096 -0.42300087 -0.33896607 -0.01770622 -0.07446057 -1.
 -0.36917657 -0.07500535 -0.48011866  0.10018447  0.08656344 -0.19570118
  0.02471334  0.6742742   0.8013685  -0.2657747  -0.35322428 -0.23248276
 -0.01788077 -0.47090197 -0.65266335 -0.29304266  0.16181076 -0.36534664
 -0.16022219 -0.6604248  -0.63749444 -0.3432371   0.04623064  0.39593008
  0.17175391 -0.11428612 -0.7641376  -0.3093746   0.42808917  0.39209035
  0.07446471 -0.9417801  -0.5498781  -0.320987   -0.14996062 -0.64711195
 -0.7702248  -0.4554966  -0.024832    0.5217854  -0.16870719 -0.54653215
 -0.23733732 -0.03581053 -0.15753065 -0.3751527  -0.5498883  -0.5211826
 -0.36420268  0.37677208  0.5545702   0.0362165  -0.55325496 -0.4353543
  0.47882327  0.39920822 -0.52422774 -0.5792985  -0.30411667 -0.32352853
 -0.43343234  0.07574287 -0.1625278   0.06585616 -0.45576328 -0.4547557
 -0.21711902 -0.05272377 -0.22704245 -0.17760408  0.08186963]"
5,avatarRT_sub_06,OMP,"[ 0.04967983  0.06088775  0.29883122  0.2804299   0.10151583  0.2467998
  0.18090057  0.5091543   0.21823367  0.04799229  0.13964537  0.48196188
  0.32228875 -0.07373543  0.19827232  0.08945893  0.37977636  0.19187415
  0.2292555   0.25556466  0.00285152  0.12724325  0.39350688  0.03469951
  0.13202819  0.10692956  0.01124713  0.35271037  0.46429867  0.24484317
 -0.19446535 -0.47746885  0.4027974   0.02702694  0.26480648  0.03222494
  0.3155525   0.5126802   0.30213913  0.37816012  0.11479449  0.33238488
  0.18876784 -0.07286228 -0.4317726   0.30058646  0.35249013 -0.12633033
 -0.6242498  -0.06973122  0.6628525   0.19217613  0.31234968 -0.10984154
  0.06398509  0.5311375   0.74343926  0.3000822   0.5312945   0.2256377
  0.4200815   0.21048132  0.6178586   0.18447673  0.24121387 -0.06195559
  0.27589267  0.2742548  -0.02171807 -0.01604332  0.4837918   0.47367257
  0.4937598   0.24526747 -0.09988867  0.4562227   0.55757856  0.11606484
  0.20297699  0.41571903  0.38209593  0.283609    0.39467585 -0.01953544
 -0.25301415 -0.9578562   0.31053922  0.42402858  0.66765326  0.47142994
  0.27686545  0.56213087  0.40142667 -0.0836301   0.49014044  0.23329008
  0.4929111  -0.13906007  0.26921034 -0.03556432 -0.01109484 -0.14598759
 -0.81421256  0.86694616  0.08646533 -0.1244828   0.35363793 -0.13301517
 -0.08487274  0.22074494 -1.         -0.2543475  -0.07563342  0.15392064
  0.576295    0.60217345  0.14776732  0.28844497  0.07788138  0.7693809
  1.          0.63527906  0.23579977  0.30402583 -0.02576469  0.25880215
  0.1980927   0.20644319  1.          0.86293864  0.77064604  0.17158924
  0.31289536  0.2521582   0.27741146 -0.2670818   0.16301662  0.2503035
 -0.14650212 -0.2594785  -0.2249356  -0.02377288  0.47858572  0.5165899
  0.27461717  0.46447784 -0.6401721  -0.12374286  0.726127    0.505464
  0.6772722   0.4359405  -0.06787096  0.48718894  0.53942764 -0.11736546
  0.23255117  0.6605868   1.          0.33493024  0.3241826   0.67692596
  0.17205583  0.35508922  0.06773688  0.13840425 -0.09748729  0.38737053
  0.73871595  0.68867236 -0.93416     0.1652294  -0.7228662   0.20279352
 -0.06759565  0.15278327 -0.03821816  0.27475625  0.33870426 -0.27939236
 -0.24856468 -0.10674225 -0.18544017  0.01747306  0.39524776  0.33273852
  0.829423    0.2690336  -0.30941862  0.25514555  0.29794428  0.63478255
  0.26670587 -0.17475896 -0.53813124  1.          0.6201044   0.03707246
 -0.00869046 -0.07096694  0.26721048  0.1419141  -0.15762667 -0.04712798
  0.0279689   0.04822388 -0.05982871  0.2839079   0.7082616   0.3387768
 -0.27919424  0.26359263  0.29301405  0.42755693  0.32585657  0.04874346
  0.56964964  0.36028033  0.2108737  -0.70975685  0.03560752  0.50926185
  0.08551827  0.62662363  0.41876164  0.17927805 -0.23283403  0.5610863
 -0.05245779 -1.          0.42867118  0.3967625  -0.29588777 -0.5450439
 -1.         -0.13556196  0.624765    0.09645905 -0.14768012 -0.18933289
 -0.05883051 -0.02684729  0.14523153  0.05092032 -1.          0.36966646
  0.84403837  0.43353385  0.42903066  0.7884651   0.35142237  0.46260783
  0.16562566  0.494619    0.8036531   0.6060662   0.2979022   0.26843628
 -0.85262895 -0.1498876   0.34537315  0.15567875 -0.25294685 -0.07049693
 -0.27615225  0.5763176   0.6121323   0.11352947 -0.03137617 -0.2554857
 -0.14593853  0.76162237  0.29952264  0.11485886  0.08037661  0.04300462
  0.63751525  0.0023551  -0.07180829 -0.40526998  0.052294    0.1032777
  0.14576778  0.14002141  0.29394874  0.30246425  0.49632734  0.23279124
  0.14619207  0.5559494   0.5975065   0.07825188  0.6503953   0.77057093
  0.09378035 -0.17773919 -0.2207654   0.7059862   0.14655676 -0.06925137
 -0.01027998  0.16001722  0.9460324   0.7307181   0.21076754]"
